City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,weather description
681,Zaraysk,RU,54.7653,38.8836,33.12,93,100,15.73,overcast clouds
682,Egvekinot,RU,66.3167,-179.1667,-29.16,87,74,7.92,broken clouds
683,Amga,RU,60.8953,131.9608,-56.07,100,91,0.25,overcast clouds
684,Humberto De Campos,BR,-2.5983,-43.4611,83.14,70,83,3.65,broken clouds
685,Ulundi,ZA,-28.3352,31.4162,92.37,42,100,5.99,overcast clouds
686,Conceicao Do Araguaia,BR,-8.2578,-49.2647,77.36,84,100,6.8,overcast clouds
687,Avera,US,33.194,-82.5271,63.91,77,100,12.8,overcast clouds
688,Calvinia,ZA,-31.4707,19.776,88.09,14,1,17.72,clear sky
689,Hobyo,SO,5.3505,48.5268,78.17,71,20,23.0,few clouds
690,Kaolack,SN,14.1825,-16.2533,96.6,8,1,12.97,clear sky
691,Hit,IQ,33.6416,42.8251,60.19,50,0,9.04,clear sky
692,Zhigansk,RU,66.7697,123.3711,-45.26,99,56,3.02,broken clouds
693,Saint-Augustin,CA,51.226,-58.6502,32.41,73,100,22.26,overcast clouds
694,Hailey,US,43.5196,-114.3153,18.99,94,100,5.08,overcast clouds
695,Copiapo,CL,-27.3667,-70.3333,65.89,42,0,7.23,clear sky
696,Pitimbu,BR,-7.4706,-34.8086,84.79,74,98,10.56,light rain
697,Kholodnyy,RU,62.7167,147.95,-37.05,100,80,4.61,broken clouds
698,Tulun,RU,54.5611,100.5792,-2.65,98,100,3.71,light snow
699,Olafsvik,IS,64.8945,-23.7142,26.71,71,100,15.79,overcast clouds
700,Hazorasp,UZ,41.3194,61.0742,24.64,57,70,2.89,broken clouds
701,Esmeraldas,BR,-19.7625,-44.3139,77.86,68,56,4.72,broken clouds
702,Bonfim,BR,3.0833,-59.95,84.65,51,20,8.39,few clouds
703,Verkhnyaya Inta,RU,65.9811,60.3094,20.21,92,100,7.11,overcast clouds
704,Marinette,US,45.1,-87.6307,34.25,100,100,17.27,snow
705,Westport,US,41.1415,-73.3579,42.89,80,100,1.01,light rain
706,Ngunguru,NZ,-35.6167,174.5,61.12,91,17,8.55,few clouds
707,Port Augusta,AU,-32.5,137.7667,63.34,54,4,12.28,clear sky
